"Date and Time Run 1","Time (s) Run 1","Position (mm) Run 1","Light Intensity (%) Run 1","Log of Light Intensity Run 1","Date and Time Run 2","Time (s) Run 2","Position (mm) Run 2","Light Intensity (%) Run 2","Log of Light Intensity Run 2"
04/13/2025 06:59:33 pm,33.250,96.290000,7.9,2.9,04/13/2025 07:15:16 pm,33.250,115.925000,0.6,1.8
04/13/2025 06:59:33 pm,33.300,96.775000,7.8,2.9,04/13/2025 07:15:16 pm,33.300,115.925000,0.6,1.8
04/13/2025 06:59:33 pm,33.350,97.120000,7.6,2.9,04/13/2025 07:15:16 pm,33.350,115.955000,0.6,1.8
04/13/2025 06:59:33 pm,33.400,97.120000,7.6,2.9,04/13/2025 07:15:16 pm,33.400,116.005000,0.6,1.8
04/13/2025 06:59:33 pm,33.450,97.190000,7.6,2.9,04/13/2025 07:15:16 pm,33.450,116.190000,0.6,1.8
04/13/2025 06:59:33 pm,33.500,97.690000,7.4,2.9,04/13/2025 07:15:16 pm,33.500,116.545000,0.6,1.8
04/13/2025 06:59:33 pm,33.550,98.140000,7.1,2.9,04/13/2025 07:15:16 pm,33.550,116.680000,0.6,1.7
04/13/2025 06:59:33 pm,33.600,98.340000,7.0,2.8,04/13/2025 07:15:16 pm,33.600,116.680000,0.6,1.7
04/13/2025 06:59:33 pm,33.650,98.665000,6.9,2.8,04/13/2025 07:15:16 pm,33.650,116.685000,0.5,1.7
04/13/2025 06:59:33 pm,33.700,98.910000,6.8,2.8,04/13/2025 07:15:16 pm,33.700,116.685000,0.5,1.7
04/13/2025 06:59:33 pm,33.750,99.180000,6.6,2.8,04/13/2025 07:15:16 pm,33.750,116.695000,0.5,1.7
04/13/2025 06:59:33 pm,33.800,99.405000,6.5,2.8,04/13/2025 07:15:16 pm,33.800,117.250000,0.5,1.7
04/13/2025 06:59:33 pm,33.850,99.615000,6.5,2.8,04/13/2025 07:15:16 pm,33.850,117.860000,0.5,1.7
04/13/2025 06:59:33 pm,33.900,99.840000,6.3,2.8,04/13/2025 07:15:16 pm,33.900,117.860000,0.5,1.7
04/13/2025 06:59:33 pm,33.950,100.085000,6.2,2.8,04/13/2025 07:15:16 pm,33.950,117.860000,0.5,1.7
04/13/2025 06:59:34 pm,34.000,100.415000,6.1,2.8,04/13/2025 07:15:17 pm,34.000,118.110000,0.5,1.7
04/13/2025 06:59:34 pm,34.050,100.920000,5.8,2.8,04/13/2025 07:15:17 pm,34.050,118.335000,0.5,1.7
04/13/2025 06:59:34 pm,34.100,101.235000,5.6,2.7,04/13/2025 07:15:17 pm,34.100,118.555000,0.5,1.7
04/13/2025 06:59:34 pm,34.150,101.430000,5.5,2.7,04/13/2025 07:15:17 pm,34.150,118.775000,0.5,1.7
04/13/2025 06:59:34 pm,34.200,101.685000,5.4,2.7,04/13/2025 07:15:17 pm,34.200,119.085000,0.5,1.7
04/13/2025 06:59:34 pm,34.250,101.940000,5.3,2.7,04/13/2025 07:15:17 pm,34.250,119.305000,0.5,1.7
04/13/2025 06:59:34 pm,34.300,102.255000,5.1,2.7,04/13/2025 07:15:17 pm,34.300,119.745000,0.5,1.7
04/13/2025 06:59:34 pm,34.350,102.445000,4.9,2.7,04/13/2025 07:15:17 pm,34.350,120.285000,0.5,1.7
04/13/2025 06:59:34 pm,34.400,102.465000,5.0,2.7,04/13/2025 07:15:17 pm,34.400,120.745000,0.6,1.8
04/13/2025 06:59:34 pm,34.450,102.685000,4.9,2.7,04/13/2025 07:15:17 pm,34.450,120.990000,0.6,1.8
04/13/2025 06:59:34 pm,34.500,102.810000,4.7,2.7,04/13/2025 07:15:17 pm,34.500,121.210000,0.6,1.8
04/13/2025 06:59:34 pm,34.550,102.945000,4.7,2.7,04/13/2025 07:15:17 pm,34.550,121.425000,0.6,1.8
04/13/2025 06:59:34 pm,34.600,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.600,121.595000,0.6,1.8
04/13/2025 06:59:34 pm,34.650,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.650,121.800000,0.6,1.8
04/13/2025 06:59:34 pm,34.700,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.700,122.040000,0.6,1.8
04/13/2025 06:59:34 pm,34.750,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.750,122.315000,0.6,1.8
04/13/2025 06:59:34 pm,34.800,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.800,122.575000,0.6,1.8
04/13/2025 06:59:34 pm,34.850,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.850,122.840000,0.6,1.8
04/13/2025 06:59:34 pm,34.900,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.900,123.045000,0.6,1.8
04/13/2025 06:59:34 pm,34.950,103.065000,4.6,2.7,04/13/2025 07:15:17 pm,34.950,123.310000,0.7,1.8
04/13/2025 06:59:35 pm,35.000,103.125000,4.6,2.7,04/13/2025 07:15:18 pm,35.000,123.470000,0.7,1.8
04/13/2025 06:59:35 pm,35.050,103.215000,4.6,2.7,04/13/2025 07:15:18 pm,35.050,123.620000,0.7,1.8
04/13/2025 06:59:35 pm,35.100,103.375000,4.5,2.7,04/13/2025 07:15:18 pm,35.100,123.765000,0.7,1.8
04/13/2025 06:59:35 pm,35.150,103.500000,4.4,2.6,04/13/2025 07:15:18 pm,35.150,123.940000,0.7,1.8
04/13/2025 06:59:35 pm,35.200,103.600000,4.4,2.6,04/13/2025 07:15:18 pm,35.200,124.100000,0.7,1.8
04/13/2025 06:59:35 pm,35.250,103.750000,4.3,2.6,04/13/2025 07:15:18 pm,35.250,124.245000,0.7,1.8
04/13/2025 06:59:35 pm,35.300,103.960000,4.2,2.6,04/13/2025 07:15:18 pm,35.300,124.445000,0.7,1.8
04/13/2025 06:59:35 pm,35.350,104.035000,4.1,2.6,04/13/2025 07:15:18 pm,35.350,124.655000,0.7,1.8
04/13/2025 06:59:35 pm,35.400,104.055000,4.1,2.6,04/13/2025 07:15:18 pm,35.400,124.820000,0.7,1.9
04/13/2025 06:59:35 pm,35.450,104.110000,4.1,2.6,04/13/2025 07:15:18 pm,35.450,124.945000,0.7,1.9
04/13/2025 06:59:35 pm,35.500,104.125000,4.1,2.6,04/13/2025 07:15:18 pm,35.500,125.025000,0.7,1.9
04/13/2025 06:59:35 pm,35.550,104.255000,4.1,2.6,04/13/2025 07:15:18 pm,35.550,125.180000,0.7,1.9
04/13/2025 06:59:35 pm,35.600,104.710000,3.9,2.6,04/13/2025 07:15:18 pm,35.600,125.400000,0.7,1.9
04/13/2025 06:59:35 pm,35.650,105.570000,3.4,2.5,04/13/2025 07:15:18 pm,35.650,125.555000,0.7,1.9
04/13/2025 06:59:35 pm,35.700,105.750000,3.3,2.5,04/13/2025 07:15:18 pm,35.700,125.770000,0.8,1.9
04/13/2025 06:59:35 pm,35.750,105.830000,3.3,2.5,04/13/2025 07:15:18 pm,35.750,125.990000,0.8,1.9
04/13/2025 06:59:35 pm,35.800,105.830000,3.3,2.5,04/13/2025 07:15:18 pm,35.800,126.160000,0.8,1.9
04/13/2025 06:59:35 pm,35.850,105.830000,3.3,2.5,04/13/2025 07:15:18 pm,35.850,126.160000,0.8,1.9
04/13/2025 06:59:35 pm,35.900,105.870000,3.3,2.5,04/13/2025 07:15:18 pm,35.900,126.235000,0.8,1.9
04/13/2025 06:59:35 pm,35.950,106.190000,3.1,2.5,04/13/2025 07:15:18 pm,35.950,126.430000,0.8,1.9
04/13/2025 06:59:36 pm,36.000,106.405000,3.0,2.5,04/13/2025 07:15:19 pm,36.000,126.640000,0.8,1.9
04/13/2025 06:59:36 pm,36.050,106.805000,2.9,2.5,04/13/2025 07:15:19 pm,36.050,126.965000,0.8,1.9
04/13/2025 06:59:36 pm,36.100,107.410000,2.6,2.4,04/13/2025 07:15:19 pm,36.100,127.405000,0.8,1.9
04/13/2025 06:59:36 pm,36.150,107.545000,2.5,2.4,04/13/2025 07:15:19 pm,36.150,127.500000,0.8,1.9
04/13/2025 06:59:36 pm,36.200,107.545000,2.5,2.4,04/13/2025 07:15:19 pm,36.200,127.540000,0.8,1.9
04/13/2025 06:59:36 pm,36.250,107.555000,2.5,2.4,04/13/2025 07:15:19 pm,36.250,127.695000,0.8,1.9
04/13/2025 06:59:36 pm,36.300,107.860000,2.4,2.4,04/13/2025 07:15:19 pm,36.300,127.900000,0.8,1.9
04/13/2025 06:59:36 pm,36.350,108.095000,2.3,2.4,04/13/2025 07:15:19 pm,36.350,128.095000,0.8,1.9
04/13/2025 06:59:36 pm,36.400,108.095000,2.3,2.4,04/13/2025 07:15:19 pm,36.400,128.265000,0.8,1.9
04/13/2025 06:59:36 pm,36.450,108.145000,2.3,2.4,04/13/2025 07:15:19 pm,36.450,128.560000,0.8,1.9
04/13/2025 06:59:36 pm,36.500,108.205000,2.2,2.4,04/13/2025 07:15:19 pm,36.500,128.805000,0.8,1.9
04/13/2025 06:59:36 pm,36.550,108.205000,2.3,2.4,04/13/2025 07:15:19 pm,36.550,129.045000,0.8,1.9
04/13/2025 06:59:36 pm,36.600,108.235000,2.3,2.4,04/13/2025 07:15:19 pm,36.600,129.255000,0.8,1.9
04/13/2025 06:59:36 pm,36.650,108.500000,2.2,2.3,04/13/2025 07:15:19 pm,36.650,129.415000,0.8,1.9
04/13/2025 06:59:36 pm,36.700,108.500000,2.1,2.3,04/13/2025 07:15:19 pm,36.700,129.520000,0.8,1.9
04/13/2025 06:59:36 pm,36.750,108.500000,2.2,2.3,04/13/2025 07:15:19 pm,36.750,129.650000,0.8,1.9
04/13/2025 06:59:36 pm,36.800,108.530000,2.1,2.3,04/13/2025 07:15:19 pm,36.800,129.805000,0.8,1.9
04/13/2025 06:59:36 pm,36.850,108.720000,2.1,2.3,04/13/2025 07:15:19 pm,36.850,129.885000,0.8,1.9
04/13/2025 06:59:36 pm,36.900,108.880000,2.0,2.3,04/13/2025 07:15:19 pm,36.900,130.240000,0.8,1.9
04/13/2025 06:59:36 pm,36.950,109.050000,2.0,2.3,04/13/2025 07:15:19 pm,36.950,130.835000,0.8,1.9
04/13/2025 06:59:37 pm,37.000,109.230000,1.9,2.3,04/13/2025 07:15:20 pm,37.000,131.290000,0.8,1.9
04/13/2025 06:59:37 pm,37.050,109.545000,1.8,2.3,04/13/2025 07:15:20 pm,37.050,131.535000,0.8,1.9
04/13/2025 06:59:37 pm,37.100,109.865000,1.7,2.2,04/13/2025 07:15:20 pm,37.100,131.870000,0.8,1.9
04/13/2025 06:59:37 pm,37.150,110.150000,1.7,2.2,04/13/2025 07:15:20 pm,37.150,132.075000,0.8,1.9
04/13/2025 06:59:37 pm,37.200,110.510000,1.5,2.2,04/13/2025 07:15:20 pm,37.200,132.370000,0.8,1.9
04/13/2025 06:59:37 pm,37.250,110.820000,1.5,2.2,04/13/2025 07:15:20 pm,37.250,132.680000,0.8,1.9
04/13/2025 06:59:37 pm,37.300,111.155000,1.4,2.1,04/13/2025 07:15:20 pm,37.300,132.900000,0.8,1.9
04/13/2025 06:59:37 pm,37.350,111.440000,1.3,2.1,04/13/2025 07:15:20 pm,37.350,133.190000,0.8,1.9
04/13/2025 06:59:37 pm,37.400,111.680000,1.2,2.1,04/13/2025 07:15:20 pm,37.400,133.430000,0.8,1.9
04/13/2025 06:59:37 pm,37.450,111.995000,1.2,2.1,04/13/2025 07:15:20 pm,37.450,133.645000,0.8,1.9
04/13/2025 06:59:37 pm,37.500,112.290000,1.1,2.0,04/13/2025 07:15:20 pm,37.500,133.865000,0.8,1.9
04/13/2025 06:59:37 pm,37.550,112.625000,1.0,2.0,04/13/2025 07:15:20 pm,37.550,134.000000,0.8,1.9
04/13/2025 06:59:37 pm,37.600,112.880000,1.0,2.0,04/13/2025 07:15:20 pm,37.600,134.220000,0.8,1.9
04/13/2025 06:59:37 pm,37.650,113.035000,1.0,2.0,04/13/2025 07:15:20 pm,37.650,134.525000,0.8,1.9
04/13/2025 06:59:37 pm,37.700,113.240000,0.9,2.0,04/13/2025 07:15:20 pm,37.700,134.780000,0.8,1.9
04/13/2025 06:59:37 pm,37.750,113.445000,0.9,1.9,04/13/2025 07:15:20 pm,37.750,135.010000,0.7,1.9
04/13/2025 06:59:37 pm,37.800,113.770000,0.8,1.9,04/13/2025 07:15:20 pm,37.800,135.125000,0.7,1.9
04/13/2025 06:59:37 pm,37.850,113.960000,0.8,1.9,04/13/2025 07:15:20 pm,37.850,135.270000,0.7,1.9
04/13/2025 06:59:37 pm,37.900,114.130000,0.8,1.9,04/13/2025 07:15:20 pm,37.900,135.385000,0.7,1.9
04/13/2025 06:59:37 pm,37.950,114.305000,0.8,1.9,04/13/2025 07:15:20 pm,37.950,135.535000,0.7,1.9
04/13/2025 06:59:38 pm,38.000,114.470000,0.8,1.9,04/13/2025 07:15:21 pm,38.000,135.625000,0.7,1.9
04/13/2025 06:59:38 pm,38.050,114.600000,0.7,1.9,04/13/2025 07:15:21 pm,38.050,135.735000,0.7,1.9
04/13/2025 06:59:38 pm,38.100,114.730000,0.7,1.9,04/13/2025 07:15:21 pm,38.100,135.925000,0.7,1.8
04/13/2025 06:59:38 pm,38.150,114.915000,0.7,1.8,04/13/2025 07:15:21 pm,38.150,135.995000,0.7,1.8
04/13/2025 06:59:38 pm,38.200,115.065000,0.7,1.8,04/13/2025 07:15:21 pm,38.200,136.025000,0.7,1.8
04/13/2025 06:59:38 pm,38.250,115.345000,0.6,1.8,04/13/2025 07:15:21 pm,38.250,136.030000,0.7,1.8
04/13/2025 06:59:38 pm,38.300,115.825000,0.6,1.8,04/13/2025 07:15:21 pm,38.300,136.090000,0.7,1.8
04/13/2025 06:59:38 pm,38.350,115.975000,0.6,1.8,04/13/2025 07:15:21 pm,38.350,136.095000,0.7,1.8
04/13/2025 06:59:38 pm,38.400,116.000000,0.6,1.8,04/13/2025 07:15:21 pm,38.400,136.260000,0.7,1.8
04/13/2025 06:59:38 pm,38.450,116.115000,0.6,1.7,04/13/2025 07:15:21 pm,38.450,136.940000,0.7,1.8
04/13/2025 06:59:38 pm,38.500,116.380000,0.5,1.7,04/13/2025 07:15:21 pm,38.500,137.425000,0.6,1.8
04/13/2025 06:59:38 pm,38.550,116.865000,0.5,1.7,04/13/2025 07:15:21 pm,38.550,137.535000,0.6,1.8
04/13/2025 06:59:38 pm,38.600,117.430000,0.5,1.7,04/13/2025 07:15:21 pm,38.600,137.535000,0.6,1.8
04/13/2025 06:59:38 pm,38.650,117.510000,0.5,1.7,04/13/2025 07:15:21 pm,38.650,137.535000,0.6,1.8
04/13/2025 06:59:38 pm,38.700,117.550000,0.5,1.7,04/13/2025 07:15:21 pm,38.700,137.535000,0.6,1.8
04/13/2025 06:59:38 pm,38.750,118.055000,0.5,1.7,04/13/2025 07:15:21 pm,38.750,137.535000,0.6,1.8
04/13/2025 06:59:38 pm,38.800,118.210000,0.5,1.7,04/13/2025 07:15:21 pm,38.800,137.570000,0.6,1.8
04/13/2025 06:59:38 pm,38.850,118.450000,0.5,1.7,04/13/2025 07:15:21 pm,38.850,138.035000,0.6,1.8
04/13/2025 06:59:38 pm,38.900,118.750000,0.5,1.7,04/13/2025 07:15:21 pm,38.900,138.345000,0.6,1.8
04/13/2025 06:59:38 pm,38.950,118.920000,0.5,1.7,04/13/2025 07:15:21 pm,38.950,138.505000,0.6,1.8
04/13/2025 06:59:39 pm,39.000,119.315000,0.5,1.7,04/13/2025 07:15:22 pm,39.000,138.625000,0.6,1.8
04/13/2025 06:59:39 pm,39.050,119.465000,0.5,1.7,04/13/2025 07:15:22 pm,39.050,138.935000,0.6,1.8
04/13/2025 06:59:39 pm,39.100,119.760000,0.5,1.7,04/13/2025 07:15:22 pm,39.100,139.205000,0.6,1.8
04/13/2025 06:59:39 pm,39.150,120.090000,0.5,1.7,04/13/2025 07:15:22 pm,39.150,139.420000,0.6,1.8
04/13/2025 06:59:39 pm,39.200,120.495000,0.5,1.7,04/13/2025 07:15:22 pm,39.200,139.730000,0.6,1.8
04/13/2025 06:59:39 pm,39.250,120.825000,0.5,1.7,04/13/2025 07:15:22 pm,39.250,140.035000,0.6,1.8
04/13/2025 06:59:39 pm,39.300,121.085000,0.5,1.7,04/13/2025 07:15:22 pm,39.300,140.245000,0.6,1.8
04/13/2025 06:59:39 pm,39.350,121.565000,0.5,1.7,04/13/2025 07:15:22 pm,39.350,140.540000,0.6,1.8
04/13/2025 06:59:39 pm,39.400,121.905000,0.5,1.7,04/13/2025 07:15:22 pm,39.400,140.975000,0.6,1.7
04/13/2025 06:59:39 pm,39.450,122.130000,0.5,1.7,04/13/2025 07:15:22 pm,39.450,141.355000,0.5,1.7
04/13/2025 06:59:39 pm,39.500,122.470000,0.5,1.7,04/13/2025 07:15:22 pm,39.500,141.635000,0.5,1.7
04/13/2025 06:59:39 pm,39.550,122.810000,0.6,1.7,04/13/2025 07:15:22 pm,39.550,141.870000,0.5,1.7
04/13/2025 06:59:39 pm,39.600,123.095000,0.6,1.7,04/13/2025 07:15:22 pm,39.600,142.105000,0.5,1.7
04/13/2025 06:59:39 pm,39.650,123.475000,0.6,1.8,04/13/2025 07:15:22 pm,39.650,142.360000,0.5,1.7
04/13/2025 06:59:39 pm,39.700,123.725000,0.6,1.8,04/13/2025 07:15:22 pm,39.700,142.740000,0.5,1.7
04/13/2025 06:59:39 pm,39.750,123.965000,0.6,1.8,04/13/2025 07:15:22 pm,39.750,143.105000,0.5,1.7
04/13/2025 06:59:39 pm,39.800,124.120000,0.6,1.8,04/13/2025 07:15:22 pm,39.800,143.430000,0.5,1.7
04/13/2025 06:59:39 pm,39.850,124.260000,0.6,1.8,04/13/2025 07:15:22 pm,39.850,143.655000,0.5,1.7
04/13/2025 06:59:39 pm,39.900,124.495000,0.6,1.8,04/13/2025 07:15:22 pm,39.900,144.055000,0.5,1.7
04/13/2025 06:59:39 pm,39.950,124.560000,0.6,1.8,04/13/2025 07:15:22 pm,39.950,144.315000,0.5,1.7
04/13/2025 06:59:40 pm,40.000,124.640000,0.6,1.8,04/13/2025 07:15:23 pm,40.000,144.620000,0.5,1.7
04/13/2025 06:59:40 pm,40.050,124.730000,0.6,1.8,04/13/2025 07:15:23 pm,40.050,144.805000,0.5,1.7
04/13/2025 06:59:40 pm,40.100,124.835000,0.6,1.8,04/13/2025 07:15:23 pm,40.100,144.940000,0.5,1.7
04/13/2025 06:59:40 pm,40.150,124.915000,0.6,1.8,04/13/2025 07:15:23 pm,40.150,145.195000,0.5,1.7
04/13/2025 06:59:40 pm,40.200,124.980000,0.6,1.8,04/13/2025 07:15:23 pm,40.200,145.505000,0.5,1.7
04/13/2025 06:59:40 pm,40.250,125.060000,0.6,1.8,04/13/2025 07:15:23 pm,40.250,145.820000,0.5,1.7
04/13/2025 06:59:40 pm,40.300,125.170000,0.6,1.8,04/13/2025 07:15:23 pm,40.300,146.335000,0.5,1.7
04/13/2025 06:59:40 pm,40.350,125.330000,0.7,1.8,04/13/2025 07:15:23 pm,40.350,146.585000,0.5,1.7
04/13/2025 06:59:40 pm,40.400,125.745000,0.7,1.8,04/13/2025 07:15:23 pm,40.400,146.585000,0.5,1.7
04/13/2025 06:59:40 pm,40.450,125.900000,0.7,1.8,04/13/2025 07:15:23 pm,40.450,146.600000,0.5,1.7
04/13/2025 06:59:40 pm,40.500,125.900000,0.7,1.8,04/13/2025 07:15:23 pm,40.500,146.850000,0.5,1.7
04/13/2025 06:59:40 pm,40.550,125.900000,0.7,1.8,04/13/2025 07:15:23 pm,40.550,146.925000,0.5,1.7
04/13/2025 06:59:40 pm,40.600,125.900000,0.7,1.8,04/13/2025 07:15:23 pm,40.600,147.115000,0.5,1.7
04/13/2025 06:59:40 pm,40.650,125.900000,0.7,1.8,04/13/2025 07:15:23 pm,40.650,147.710000,0.5,1.7
04/13/2025 06:59:40 pm,40.700,125.900000,0.7,1.8,04/13/2025 07:15:23 pm,40.700,147.910000,0.5,1.7
04/13/2025 06:59:40 pm,40.750,125.900000,0.7,1.8,04/13/2025 07:15:23 pm,40.750,148.080000,0.5,1.7
04/13/2025 06:59:40 pm,40.800,125.905000,0.7,1.8,04/13/2025 07:15:23 pm,40.800,148.285000,0.5,1.7
04/13/2025 06:59:40 pm,40.850,126.210000,0.7,1.8,04/13/2025 07:15:23 pm,40.850,148.425000,0.5,1.7
04/13/2025 06:59:40 pm,40.900,126.860000,0.7,1.8,04/13/2025 07:15:23 pm,40.900,148.545000,0.5,1.7
04/13/2025 06:59:40 pm,40.950,127.110000,0.7,1.9,04/13/2025 07:15:23 pm,40.950,148.925000,0.5,1.7
04/13/2025 06:59:41 pm,41.000,127.110000,0.7,1.8,04/13/2025 07:15:24 pm,41.000,149.310000,0.5,1.7
04/13/2025 06:59:41 pm,41.050,127.110000,0.7,1.9,04/13/2025 07:15:24 pm,41.050,149.470000,0.5,1.7
04/13/2025 06:59:41 pm,41.100,127.110000,0.7,1.9,04/13/2025 07:15:24 pm,41.100,149.785000,0.5,1.7
04/13/2025 06:59:41 pm,41.150,127.115000,0.7,1.9,04/13/2025 07:15:24 pm,41.150,150.270000,0.5,1.7
04/13/2025 06:59:41 pm,41.200,127.320000,0.7,1.9,04/13/2025 07:15:24 pm,41.200,150.625000,0.5,1.7
04/13/2025 06:59:41 pm,41.250,127.970000,0.7,1.9,04/13/2025 07:15:24 pm,41.250,150.660000,0.5,1.7
04/13/2025 06:59:41 pm,41.300,128.270000,0.7,1.9,04/13/2025 07:15:24 pm,41.300,150.675000,0.5,1.7
04/13/2025 06:59:41 pm,41.350,128.440000,0.7,1.9,04/13/2025 07:15:24 pm,41.350,150.675000,0.5,1.7
04/13/2025 06:59:41 pm,41.400,128.775000,0.7,1.9,04/13/2025 07:15:24 pm,41.400,150.675000,0.5,1.7
04/13/2025 06:59:41 pm,41.450,129.075000,0.8,1.9,04/13/2025 07:15:24 pm,41.450,150.685000,0.5,1.7
04/13/2025 06:59:41 pm,41.500,129.285000,0.7,1.9,04/13/2025 07:15:24 pm,41.500,150.685000,0.5,1.7
04/13/2025 06:59:41 pm,41.550,129.520000,0.8,1.9,04/13/2025 07:15:24 pm,41.550,150.695000,0.5,1.7
04/13/2025 06:59:41 pm,41.600,129.650000,0.8,1.9,04/13/2025 07:15:24 pm,41.600,150.695000,0.5,1.7
04/13/2025 06:59:41 pm,41.650,129.745000,0.8,1.9,04/13/2025 07:15:24 pm,41.650,150.695000,0.5,1.7
04/13/2025 06:59:41 pm,41.700,129.815000,0.8,1.9,04/13/2025 07:15:24 pm,41.700,150.695000,0.5,1.7
04/13/2025 06:59:41 pm,41.750,129.990000,0.8,1.9,04/13/2025 07:15:24 pm,41.750,150.695000,0.5,1.7
04/13/2025 06:59:41 pm,41.800,130.395000,0.8,1.9,04/13/2025 07:15:24 pm,41.800,150.700000,0.5,1.7
04/13/2025 06:59:41 pm,41.850,131.050000,0.8,1.9,04/13/2025 07:15:24 pm,41.850,150.700000,0.5,1.7
04/13/2025 06:59:41 pm,41.900,131.475000,0.8,1.9,04/13/2025 07:15:24 pm,41.900,150.700000,0.5,1.7
04/13/2025 06:59:41 pm,41.950,131.780000,0.8,1.9,04/13/2025 07:15:24 pm,41.950,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.000,132.135000,0.8,1.9,04/13/2025 07:15:25 pm,42.000,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.050,132.420000,0.8,1.9,04/13/2025 07:15:25 pm,42.050,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.100,132.690000,0.8,1.9,04/13/2025 07:15:25 pm,42.100,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.150,132.985000,0.7,1.9,04/13/2025 07:15:25 pm,42.150,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.200,133.185000,0.7,1.9,04/13/2025 07:15:25 pm,42.200,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.250,133.435000,0.7,1.9,04/13/2025 07:15:25 pm,42.250,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.300,133.715000,0.7,1.9,04/13/2025 07:15:25 pm,42.300,150.705000,0.5,1.7
04/13/2025 06:59:42 pm,42.350,133.795000,0.7,1.9,04/13/2025 07:15:25 pm,42.350,150.700000,0.5,1.7
04/13/2025 06:59:42 pm,42.400,133.995000,0.7,1.9,04/13/2025 07:15:25 pm,42.400,150.685000,0.5,1.7
04/13/2025 06:59:42 pm,42.450,134.255000,0.7,1.9,04/13/2025 07:15:25 pm,42.450,150.680000,0.5,1.7
04/13/2025 06:59:42 pm,42.500,134.370000,0.7,1.8,04/13/2025 07:15:25 pm,42.500,150.665000,0.5,1.7
04/13/2025 06:59:42 pm,42.550,134.445000,0.7,1.9,04/13/2025 07:15:25 pm,42.550,150.665000,0.5,1.7
04/13/2025 06:59:42 pm,42.600,134.585000,0.7,1.8,04/13/2025 07:15:25 pm,42.600,150.665000,0.5,1.7
04/13/2025 06:59:42 pm,42.650,134.730000,0.7,1.8,04/13/2025 07:15:25 pm,42.650,150.665000,0.5,1.7
04/13/2025 06:59:42 pm,42.700,134.850000,0.7,1.8,04/13/2025 07:15:25 pm,42.700,150.660000,0.5,1.7
04/13/2025 06:59:42 pm,42.750,135.045000,0.7,1.8,04/13/2025 07:15:25 pm,42.750,150.645000,0.5,1.7
04/13/2025 06:59:42 pm,42.800,135.415000,0.7,1.8,04/13/2025 07:15:25 pm,42.800,150.645000,0.5,1.7
04/13/2025 06:59:42 pm,42.850,135.705000,0.7,1.8,04/13/2025 07:15:25 pm,42.850,150.645000,0.5,1.7
04/13/2025 06:59:42 pm,42.900,135.880000,0.7,1.8,04/13/2025 07:15:25 pm,42.900,150.645000,0.5,1.7
04/13/2025 06:59:42 pm,42.950,136.080000,0.7,1.8,04/13/2025 07:15:25 pm,42.950,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.000,136.465000,0.6,1.8,04/13/2025 07:15:26 pm,43.000,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.050,136.570000,0.6,1.8,04/13/2025 07:15:26 pm,43.050,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.100,136.955000,0.6,1.8,04/13/2025 07:15:26 pm,43.100,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.150,137.295000,0.6,1.8,04/13/2025 07:15:26 pm,43.150,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.200,137.565000,0.6,1.8,04/13/2025 07:15:26 pm,43.200,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.250,137.870000,0.6,1.8,04/13/2025 07:15:26 pm,43.250,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.300,138.205000,0.6,1.8,04/13/2025 07:15:26 pm,43.300,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.350,138.575000,0.6,1.8,04/13/2025 07:15:26 pm,43.350,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.400,138.920000,0.6,1.8,04/13/2025 07:15:26 pm,43.400,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.450,139.155000,0.6,1.7,04/13/2025 07:15:26 pm,43.450,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.500,139.480000,0.6,1.7,04/13/2025 07:15:26 pm,43.500,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.550,139.810000,0.6,1.7,04/13/2025 07:15:26 pm,43.550,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.600,140.175000,0.5,1.7,04/13/2025 07:15:26 pm,43.600,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.650,140.560000,0.5,1.7,04/13/2025 07:15:26 pm,43.650,150.645000,0.5,1.7
04/13/2025 06:59:43 pm,43.700,140.815000,0.5,1.7,04/13/2025 07:15:26 pm,43.700,150.645000,0.5,1.7
